id;price;speed;hd;ram;screen;cd;multi;premium;ads;trend
29015;4377;100;540;8;15;yes;no;yes;273;3
29016;2676;100;1000;24;14;yes;no;yes;273;1
29017;2861;66;426;8;14;yes;no;yes;273;6
29018;4069;33;210;4;14;yes;yes;yes;273;5
29019;1609;66;340;8;15;yes;no;yes;273;6
29020;3993;66;527;16;17;yes;no;yes;273;4
29021;2541;33;340;4;14;no;no;yes;273;4
29022;4820;33;426;8;15;yes;no;yes;273;2
29023;2902;25;340;8;14;no;no;yes;273;5
29024;1873;33;528;16;14;yes;no;yes;273;2
29025;4918;50;340;4;17;no;no;yes;273;6
29026;1611;50;250;4;15;yes;yes;yes;273;5
29027;5056;66;340;4;17;no;no;no;273;2
29028;1628;33;214;4;14;no;no;yes;273;4
29029;1809;100;420;8;15;yes;no;yes;273;3
29030;3396;66;527;16;15;yes;no;yes;273;1
29031;4611;33;528;16;14;yes;no;yes;273;2
29032;1778;66;1000;16;15;yes;no;yes;273;2
29033;4115;100;214;4;14;no;no;yes;273;4
29034;4935;66;540;8;15;yes;no;yes;273;3
29035;3219;100;426;8;14;yes;no;yes;273;2
29036;4742;100;214;4;15;no;no;yes;273;6
29037;4002;50;340;4;14;no;no;no;273;2
29038;2662;66;540;8;17;yes;no;yes;273;5
29039;4083;66;540;16;15;no;no;yes;273;6
29040;3355;66;170;4;17;no;no;no;273;4
29041;4859;100;1000;24;14;yes;no;yes;273;5
29042;3243;50;212;4;17;no;no;no;273;2
29043;3459;33;340;4;17;no;no;yes;273;6
29044;3936;33;425;8;15;yes;yes;yes;273;5
29045;2993;100;540;8;14;yes;no;yes;273;6
29046;2770;66;426;8;14;yes;no;yes;273;3
29047;5432;100;420;8;15;yes;no;yes;273;6
29048;5590;75;420;4;14;yes;no;yes;273;4
29049;4253;33;170;4;14;no;no;no;273;5
29050;5414;100;528;16;15;yes;no;yes;273;3
29051;4854;33;540;8;15;yes;yes;yes;273;3
29052;2014;66;540;16;17;no;no;yes;273;3
29053;1844;66;340;4;14;yes;no;yes;225;4
29054;3521;100;426;4;14;no;no;yes;225;4
29055;2895;66;420;4;14;yes;no;yes;225;2
29056;1522;33;528;16;14;yes;no;yes;225;3
29057;1560;66;425;8;14;yes;no;yes;225;5
29058;2920;33;1000;24;14;yes;no;yes;225;4
29059;4473;33;212;8;14;yes;yes;yes;225;5
29060;2429;33;426;4;15;no;no;yes;225;1
29061;3513;100;728;8;15;no;no;no;225;2
29062;5193;33;1000;24;14;yes;no;yes;225;2
29063;3537;33;528;16;14;yes;yes;yes;225;1
29064;4685;66;426;8;14;yes;no;yes;225;4
29065;4160;66;250;4;17;yes;yes;yes;225;5
29066;3565;66;340;8;15;no;no;yes;225;3
29067;4453;66;426;4;14;no;no;yes;225;6
29068;3896;66;420;8;14;yes;no;yes;225;5
29069;2369;33;214;4;14;no;no;yes;225;1
29070;3153;33;426;8;14;yes;yes;yes;225;6
29071;4379;66;426;4;15;no;no;yes;225;5
29072;2147;66;527;16;15;yes;yes;yes;225;3
29073;2777;33;340;4;14;yes;no;yes;225;2
29074;4474;100;528;16;14;yes;no;yes;225;2
29075;1578;100;420;8;15;yes;no;yes;225;3
29076;3008;100;1000;24;14;yes;yes;yes;225;5
29077;5548;25;214;4;14;no;no;yes;225;3
29078;1863;100;528;16;14;yes;no;yes;225;5
29079;1678;66;528;16;14;yes;no;yes;225;5
29080;2297;33;426;4;14;no;no;yes;225;1
29081;2727;100;428;16;15;yes;no;yes;225;5
29082;2670;100;420;8;15;yes;yes;yes;225;3
29083;4111;66;420;8;15;yes;no;yes;225;5
29084;3103;66;425;8;15;yes;yes;yes;225;6
29085;4692;33;425;8;15;yes;no;yes;225;1
29086;4501;100;527;8;15;yes;no;yes;225;2
29087;3091;33;426;4;14;no;no;yes;225;3
29088;5031;66;250;4;15;yes;yes;yes;225;6
29089;1924;66;528;16;14;yes;yes;yes;225;2
29090;2375;66;528;8;15;yes;no;yes;225;2
29091;1658;33;528;16;15;yes;no;yes;225;6
29092;4717;33;426;4;14;no;no;yes;225;4
29093;4336;100;426;8;14;yes;yes;yes;225;6
29094;1722;66;270;4;14;no;no;no;225;2
29095;3894;100;528;16;14;yes;yes;yes;225;2
29096;2678;100;426;8;14;yes;no;yes;225;5
29097;1599;33;214;4;14;no;no;yes;225;1
29098;3623;66;540;8;15;yes;no;yes;225;5
29099;2214;33;425;8;15;no;no;yes;225;2
29100;5194;100;426;4;15;no;no;yes;225;3
29101;3049;66;340;8;15;no;no;no;225;5
29102;2171;33;1000;24;15;yes;no;yes;225;6
29103;3793;33;270;4;17;no;no;no;225;3
29104;2510;66;426;8;14;yes;yes;yes;225;1
29105;2852;100;420;8;15;yes;no;yes;225;3
29106;4069;33;270;4;15;no;no;no;225;5
29107;4171;50;340;4;15;no;no;yes;225;1
29108;2473;66;420;4;14;yes;yes;yes;225;5
29109;1817;66;1000;24;14;yes;yes;yes;225;2
29110;4424;66;340;8;17;no;no;no;225;2
29111;4289;66;426;8;15;yes;no;yes;225;4
29112;3578;33;528;16;14;yes;no;yes;225;3
29113;2571;33;340;4;17;no;no;yes;225;5
29114;1742;66;420;8;15;yes;no;yes;225;4
29115;5235;33;1000;24;14;yes;no;yes;225;2
29116;5151;50;340;8;15;yes;no;yes;225;4
29117;3438;66;1000;24;14;yes;no;yes;225;6
29118;1984;100;426;4;14;no;no;yes;225;1
29119;2970;66;528;16;14;yes;no;yes;225;1
29120;3730;33;340;4;14;yes;yes;yes;225;5
29121;4468;66;527;8;14;yes;no;yes;225;4
29122;2623;33;340;4;15;no;no;yes;225;6
29123;4990;33;210;4;14;yes;yes;yes;225;1
29124;4232;66;540;8;17;yes;no;yes;225;4
29125;2386;100;728;8;14;no;no;no;225;6
29126;4169;33;1000;24;14;yes;yes;yes;225;1
29127;3039;33;210;4;14;yes;yes;yes;225;3
29128;3597;66;270;4;17;no;no;no;225;1
29129;3660;66;1000;24;14;yes;no;yes;225;2
29130;2675;33;426;8;14;yes;no;yes;225;6
29131;1597;66;527;16;15;yes;no;yes;225;5
29132;2062;33;210;4;15;yes;yes;yes;225;6
29133;5198;66;528;16;15;yes;no;yes;225;4
29134;1567;100;420;8;15;yes;no;yes;225;5
29135;2244;33;426;8;14;yes;no;yes;225;3
29136;2276;33;1000;24;14;yes;yes;yes;225;6
29137;3180;33;426;8;14;yes;no;yes;225;1
29138;2388;33;528;16;14;yes;no;yes;225;5
29139;1606;33;426;4;15;no;no;yes;225;4
29140;2709;33;340;8;14;no;no;yes;225;2
29141;4932;33;426;8;14;yes;yes;yes;225;6
29142;2508;33;270;4;14;no;no;no;225;3
29143;4982;33;340;4;14;yes;yes;yes;225;1
29144;1584;33;340;4;14;yes;yes;yes;225;5
29145;2749;100;426;4;14;no;no;yes;225;3
29146;4985;33;340;4;14;no;no;yes;225;3
29147;5399;66;528;16;14;yes;no;yes;225;4
29148;5135;33;200;4;14;no;no;no;225;5
29149;2255;33;426;4;14;no;no;yes;225;4
29150;5598;33;1000;24;15;yes;no;yes;225;1
29151;3041;33;340;4;15;no;no;yes;225;3
29152;3342;33;340;4;14;yes;no;yes;225;1
29153;2533;66;540;8;15;yes;no;yes;225;1
29154;5244;33;270;4;14;no;no;no;225;1
29155;2441;33;426;8;14;yes;no;yes;225;6
29156;1533;66;428;16;17;yes;no;yes;225;4
29157;2858;33;200;4;14;yes;no;no;225;4
29158;5261;66;1000;16;14;yes;no;yes;225;4
29159;2002;33;426;8;14;yes;no;yes;225;4
29160;5057;66;426;4;14;no;no;yes;225;4
29161;2621;66;426;8;14;yes;no;yes;225;1
29162;2830;100;728;8;17;no;no;no;225;3
29163;4048;100;420;8;17;yes;no;yes;225;6
29164;4448;33;340;8;15;yes;no;yes;225;4
29165;4330;33;1000;16;14;yes;no;yes;225;6
29166;1874;100;420;8;17;yes;no;yes;225;1
29167;5348;66;528;8;15;yes;yes;yes;225;6
29168;2840;33;1000;24;14;yes;no;yes;225;2
29169;1607;66;420;8;14;yes;yes;yes;225;6
29170;3416;66;420;8;14;yes;yes;yes;225;1
29171;2968;33;426;8;15;yes;no;yes;225;3
29172;4243;66;527;16;15;yes;no;yes;225;4
29173;4341;33;528;16;14;yes;no;yes;225;2
29174;4525;25;100;4;14;no;no;no;225;3
29175;2213;33;528;16;14;yes;no;yes;225;1
29176;4310;75;428;16;17;yes;no;yes;225;5
29177;1523;33;528;16;14;yes;no;yes;225;6
29178;2345;33;340;4;14;no;no;no;225;6
29179;5249;66;340;8;14;no;no;no;225;3
29180;3986;33;340;8;17;yes;no;yes;225;3
29181;3950;50;340;4;17;no;no;yes;225;1
29182;3387;66;420;8;15;yes;yes;yes;225;5
29183;1920;66;425;8;14;no;no;yes;225;2
29184;3487;33;210;4;14;no;no;yes;225;2
29185;4015;66;340;8;15;yes;no;yes;225;1
29186;1865;66;212;4;14;no;no;yes;225;2
29187;4440;100;420;8;15;yes;yes;yes;225;1
29188;3036;33;1000;16;14;yes;no;yes;225;3
29189;5302;33;528;16;14;yes;no;yes;225;2
29190;2633;25;340;8;14;no;no;yes;225;2
29191;2747;33;210;4;14;yes;yes;yes;225;2
29192;4475;66;420;8;14;yes;no;yes;225;3
29193;2639;66;426;8;14;yes;no;yes;225;4
29194;5001;100;426;4;14;no;no;yes;225;1
29195;3100;100;428;16;17;yes;no;yes;225;5
29196;3613;100;1000;16;14;yes;no;yes;225;4
29197;5467;66;270;4;15;no;no;no;225;2
29198;1595;25;212;4;14;no;no;no;225;2
29199;4623;100;528;16;15;yes;no;yes;225;6
29200;5255;100;340;8;14;no;no;yes;225;5
29201;5521;33;528;16;14;yes;no;yes;225;6
29202;4444;66;540;8;15;yes;yes;yes;225;4
29203;4165;100;420;8;15;yes;no;yes;225;4
29204;2179;100;528;16;17;yes;no;yes;225;1
29205;3915;50;214;4;14;no;no;yes;225;1
29206;5117;100;1000;24;14;yes;no;yes;225;6
29207;3582;100;420;8;15;yes;no;yes;225;2
29208;4558;66;340;4;14;yes;yes;yes;225;6
29209;3058;100;426;8;14;yes;no;yes;225;3
29210;3430;75;428;16;15;yes;no;yes;225;5
29211;1969;100;528;16;14;yes;no;yes;225;6
29212;4935;66;340;8;14;no;no;yes;225;3
29213;3334;66;527;16;17;yes;no;yes;225;4
29214;2911;66;340;8;14;yes;yes;yes;225;6
29215;2841;66;425;8;15;yes;no;yes;225;5
29216;2261;100;1000;24;14;yes;no;yes;225;6
29217;2303;66;420;8;15;yes;yes;yes;225;1
29218;2514;33;426;8;15;yes;no;yes;225;3
29219;3455;33;426;4;14;no;no;yes;225;3
29220;5413;66;527;8;14;yes;yes;yes;225;6
29221;3962;33;426;4;14;no;no;yes;225;5
29222;4135;33;1000;24;14;yes;no;yes;225;5
29223;3948;66;426;4;14;no;no;yes;225;5
29224;3751;33;426;4;14;no;no;yes;225;2
29225;2734;66;340;4;14;no;no;no;225;2
29226;2480;66;420;8;14;yes;no;yes;225;4
29227;2010;100;426;8;14;yes;no;yes;225;1
29228;1634;66;426;8;14;yes;no;yes;225;1
29229;1937;66;1000;24;15;yes;no;yes;225;3
29230;2166;66;420;8;14;yes;yes;yes;225;6
29231;5547;66;340;8;17;yes;no;yes;225;1
29232;3375;66;1080;16;15;yes;no;yes;225;5
29233;3833;100;527;8;15;yes;no;yes;225;2
29234;4445;33;340;4;14;no;no;yes;225;4
29235;3318;100;1000;24;14;yes;no;yes;225;4
29236;3087;66;426;8;14;yes;no;yes;225;1
29237;2607;33;1000;24;14;yes;no;yes;225;3
29238;4086;66;528;16;14;yes;no;yes;225;5
29239;4416;66;1000;24;14;yes;no;yes;225;3
29240;2739;50;340;4;14;no;no;yes;225;1
29241;4960;50;340;8;14;no;no;yes;225;6
29242;3691;66;420;8;14;yes;yes;yes;225;1
29243;2806;100;528;8;15;yes;no;yes;225;4
29244;4375;100;1000;24;15;yes;no;yes;225;4
29245;3450;33;270;4;15;no;no;no;225;6
29246;3632;33;270;4;17;no;no;no;225;6
29247;2758;50;210;4;14;no;no;yes;225;5
29248;3013;66;426;4;14;no;no;yes;225;1
29249;5243;25;212;4;17;no;no;no;225;2
29250;1690;33;426;8;14;yes;no;yes;225;1
29251;3566;66;1080;16;17;yes;no;yes;225;2
29252;3615;33;426;8;14;yes;no;yes;225;1
29253;4269;66;540;8;15;yes;yes;yes;225;6
29254;4210;25;212;4;15;no;no;no;225;6
29255;2164;66;1000;16;15;yes;no;yes;225;6
29256;2988;33;426;8;14;yes;no;yes;225;2
29257;4173;66;425;8;15;no;no;yes;225;5
29258;1718;100;1000;24;14;yes;no;yes;225;4
29259;1803;66;214;4;14;no;no;yes;225;5
29260;4714;33;426;4;14;no;no;yes;225;4
29261;3932;33;528;16;14;yes;yes;yes;225;6
29262;2715;50;340;8;17;yes;no;yes;225;3
29263;3502;33;1000;24;14;yes;no;yes;225;3
29264;2964;33;270;4;17;no;no;no;225;3
29265;4308;66;425;8;14;yes;yes;yes;225;5
29266;5238;33;270;4;14;no;no;no;225;5
29267;5337;66;428;16;15;yes;no;yes;225;2
29268;2600;100;528;16;14;yes;no;yes;225;6
29269;3484;33;212;4;14;no;no;yes;225;5
29270;1806;66;1000;24;14;yes;no;yes;225;3
29271;2439;33;270;4;15;no;no;no;225;6
29272;2028;33;528;16;15;yes;no;yes;225;5
29273;4755;100;426;8;15;yes;no;yes;225;4
29274;2039;33;340;4;17;no;no;yes;225;2
29275;5364;33;426;8;14;yes;no;yes;225;2
29276;3977;33;1000;24;14;yes;no;yes;225;2
29277;2844;100;426;8;14;yes;no;yes;225;4
29278;5527;66;540;8;14;no;no;yes;248;4
29279;1752;33;528;8;15;yes;no;yes;248;4
29280;3060;33;214;4;14;no;no;yes;248;5
29281;4836;33;1000;24;14;yes;no;yes;248;3
29282;3227;33;212;8;15;yes;yes;yes;248;1
29283;2056;33;720;16;14;yes;no;yes;248;6
29284;4852;100;528;16;14;yes;no;yes;248;6
29285;2211;33;720;16;14;yes;no;yes;248;4
29286;1761;50;214;4;14;no;no;yes;248;2
29287;2286;33;528;8;14;yes;no;yes;248;2
29288;3046;66;340;4;15;no;no;yes;248;3
29289;3871;66;212;4;15;no;no;yes;248;6
29290;1848;100;528;8;14;yes;no;yes;248;4
29291;1512;100;1000;24;14;yes;yes;yes;248;4
29292;3164;66;730;8;15;yes;no;yes;248;6
29293;4140;66;340;4;14;no;no;no;248;3
29294;2895;33;528;8;14;yes;no;yes;248;5
29295;2528;50;340;4;14;no;no;yes;248;5
29296;4232;33;270;4;17;no;no;no;248;5
29297;1538;33;1000;24;14;yes;yes;yes;248;1
29298;5465;50;340;4;17;no;no;yes;248;6
29299;4917;33;214;4;14;no;no;yes;248;4
29300;5138;66;540;8;15;yes;yes;yes;248;3
29301;2833;50;340;8;14;no;no;yes;248;3
29302;4048;50;340;4;14;no;no;yes;248;1
29303;1501;33;250;2;17;no;no;yes;248;1
29304;4829;100;1000;24;14;yes;no;yes;248;4
29305;4756;33;270;4;17;no;no;no;248;1
29306;4283;33;1000;8;14;yes;no;yes;248;5
29307;3859;66;528;8;15;yes;no;yes;248;1
29308;4883;66;720;16;14;yes;yes;yes;248;1
29309;3758;33;250;2;14;no;no;yes;248;3
29310;2198;66;540;8;14;yes;no;yes;248;6
29311;3737;50;340;4;14;yes;yes;yes;248;2
29312;3478;66;214;4;14;no;no;yes;248;1
29313;4507;66;528;8;15;yes;no;yes;248;5
29314;5365;33;340;4;14;yes;yes;yes;248;3
29315;3943;33;720;16;14;yes;no;yes;248;6
29316;2630;66;1000;24;14;yes;yes;yes;248;2
29317;3955;66;720;16;14;yes;no;yes;248;5
29318;2660;66;540;8;15;yes;no;yes;248;5
29319;2695;66;364;8;17;no;no;no;248;5
29320;1924;66;340;4;14;yes;no;yes;248;5
29321;2928;66;527;16;15;yes;yes;yes;248;2
29322;3688;66;364;8;14;no;no;no;248;1
29323;4330;33;340;8;14;no;no;yes;248;4
29324;4488;33;212;4;14;yes;yes;yes;248;5
29325;1991;66;340;4;14;yes;no;yes;248;3
29326;4489;33;528;8;17;yes;no;yes;248;3
29327;5094;33;200;4;14;yes;yes;no;248;3
29328;5415;66;364;8;15;no;no;no;248;3
29329;5130;66;1080;16;15;yes;yes;yes;248;6
29330;3923;33;250;2;14;no;no;yes;248;4
29331;4750;50;340;4;17;no;no;yes;248;5
29332;5261;66;425;8;15;yes;yes;yes;248;3
29333;4257;66;340;4;15;no;no;yes;248;1
29334;4176;66;1000;24;14;yes;no;yes;248;5
29335;5312;66;730;8;15;yes;no;yes;248;6
29336;1535;33;340;4;17;yes;yes;yes;248;4
29337;5572;33;270;4;14;no;no;no;248;6
29338;5180;33;528;8;14;yes;yes;yes;248;5
29339;5565;66;528;8;14;yes;no;yes;248;2
29340;1738;66;420;8;14;yes;yes;yes;248;5
29341;4898;33;340;4;14;yes;yes;yes;248;3
29342;2580;66;420;8;14;yes;yes;yes;248;2
29343;2030;66;528;8;14;yes;no;yes;248;3
29344;4325;66;340;4;14;yes;yes;yes;248;2
29345;2155;66;730;8;15;yes;no;yes;248;1
29346;4861;66;1000;24;14;yes;no;yes;248;5
29347;2695;66;425;8;14;yes;no;yes;248;1
29348;4197;100;214;4;14;no;no;yes;248;5
29349;3342;33;340;4;14;no;no;yes;248;5
29350;2983;66;428;8;17;yes;yes;yes;248;6
29351;4849;66;340;4;14;no;no;yes;248;2
29352;5375;33;720;16;15;yes;no;yes;248;6
29353;2084;66;270;4;15;no;no;no;248;3
29354;1622;66;340;8;14;no;no;yes;248;5
29355;4988;33;270;4;15;no;no;no;248;3
29356;3390;33;250;2;15;no;no;yes;248;3
29357;1530;66;528;8;14;yes;no;yes;248;1
29358;2892;66;1000;24;14;yes;no;yes;248;3
29359;1688;33;340;4;14;no;no;yes;248;1
29360;3936;66;720;16;14;yes;no;yes;248;6
29361;5129;33;720;16;15;yes;no;yes;248;5
29362;3975;66;730;8;15;yes;yes;yes;248;6
29363;2772;66;340;8;15;yes;yes;yes;248;6
29364;2333;33;528;8;14;yes;no;yes;248;2
29365;2003;100;720;16;14;yes;no;yes;248;2
29366;2390;33;340;4;14;yes;yes;yes;248;1
29367;1984;33;1000;24;15;yes;no;yes;248;3
29368;3829;33;528;8;15;yes;no;yes;248;4
29369;1605;33;340;4;14;yes;no;yes;248;4
29370;1558;33;210;4;14;no;no;yes;248;5
29371;1981;33;210;4;14;no;no;yes;248;6
29372;3532;33;212;4;15;no;no;yes;248;3
29373;3625;33;1000;24;14;yes;no;yes;248;1
29374;1636;33;212;4;14;no;no;yes;248;5
29375;4581;33;340;4;14;no;no;no;248;1
29376;2373;33;250;2;17;no;no;yes;248;1
29377;3092;33;1000;24;14;yes;no;yes;248;4
29378;1618;33;214;4;14;no;no;yes;248;5
29379;5418;33;340;4;15;yes;yes;yes;248;4
29380;3160;33;214;4;15;no;no;yes;248;5
29381;2192;33;270;4;15;no;no;no;248;6
29382;2039;33;340;4;17;no;no;yes;248;3
29383;1741;66;420;8;14;yes;yes;yes;248;1
29384;4151;33;210;4;14;yes;yes;yes;248;1
29385;2374;33;720;16;14;yes;yes;yes;248;3
29386;5122;33;528;8;14;yes;no;yes;248;4
29387;5129;66;720;16;14;yes;no;yes;248;6
29388;2583;33;1000;24;14;yes;no;yes;248;5
29389;5030;66;420;8;14;yes;yes;yes;248;2
29390;4455;66;720;16;15;yes;no;yes;248;5
29391;1965;100;728;8;17;no;no;no;248;3
29392;3798;33;210;4;15;yes;yes;yes;248;4
29393;3875;66;420;8;15;yes;no;yes;248;3
29394;3795;66;214;4;15;no;no;yes;248;1
29395;2971;33;1000;24;14;yes;yes;yes;248;1
29396;2698;33;528;8;14;yes;yes;yes;248;3
29397;2644;66;340;8;15;no;no;yes;248;5
29398;1629;66;420;8;14;yes;no;yes;248;4
29399;2104;66;425;8;15;yes;no;yes;248;1
29400;2269;33;270;4;17;no;no;no;248;6
29401;3641;33;210;4;14;no;no;yes;248;3
29402;2821;100;728;8;15;no;no;no;248;3
29403;2645;33;340;4;14;yes;yes;yes;248;5
29404;5333;66;527;8;14;yes;no;yes;248;5
29405;4314;50;340;4;15;no;no;yes;248;3
29406;3742;25;214;4;14;no;no;yes;248;1
29407;2147;33;210;4;14;yes;yes;yes;248;1
29408;2416;66;720;16;14;yes;no;yes;248;5
29409;1912;33;340;4;17;no;no;yes;248;6
29410;1531;66;214;4;14;no;no;yes;248;6
29411;4264;100;720;16;14;yes;no;yes;248;6
29412;4318;66;730;8;15;yes;yes;yes;248;6
29413;1875;66;420;4;14;yes;no;yes;248;4
29414;1599;33;340;4;15;no;no;yes;248;2
29415;1506;100;1000;8;14;yes;no;yes;248;4
29416;3071;66;420;8;15;yes;no;yes;248;1
29417;4551;66;540;8;15;yes;yes;yes;248;1
29418;2244;66;340;4;17;no;no;yes;248;4
29419;4096;100;528;8;14;yes;no;yes;248;3
29420;2717;66;214;4;14;no;no;yes;248;1
29421;2725;33;1000;8;14;yes;no;yes;248;6
29422;1628;66;1080;16;17;yes;no;yes;248;6
29423;5262;66;527;16;15;yes;no;yes;248;3
29424;2329;66;340;8;15;yes;no;yes;248;3
29425;3913;33;340;4;14;no;no;yes;248;3
29426;4394;66;420;4;14;yes;yes;yes;248;5
29427;3263;66;540;8;15;yes;no;yes;248;5
29428;5245;66;425;8;15;no;no;yes;248;3
29429;4425;66;425;8;14;yes;yes;yes;248;1
29430;4755;100;528;8;15;yes;no;yes;248;6
29431;2260;33;214;4;14;no;no;yes;248;6
29432;2465;33;214;4;14;no;no;yes;248;6
29433;1569;66;212;4;14;yes;yes;yes;248;6
29434;2817;66;730;8;15;no;no;yes;248;3
29435;3131;66;527;16;17;yes;no;yes;248;1
29436;5143;66;1000;24;14;yes;no;yes;248;2
29437;2251;66;527;8;14;yes;yes;yes;248;4
29438;3007;33;340;4;17;no;no;yes;248;4
29439;2829;33;250;2;15;no;no;yes;248;3
29440;3466;25;340;8;14;no;no;yes;248;2
29441;1797;33;528;8;14;yes;no;yes;248;3
29442;3217;66;528;8;15;yes;no;yes;248;1
29443;1801;100;720;16;15;yes;no;yes;248;2
29444;3353;33;528;8;14;yes;no;yes;248;5
29445;4053;66;527;16;15;yes;no;yes;248;6
29446;3206;66;270;4;17;no;no;no;248;3
29447;1684;33;1000;24;14;yes;no;yes;248;5
29448;5579;100;1000;24;14;yes;no;yes;248;5
29449;2153;100;214;4;14;no;no;yes;248;2
29450;3406;66;540;8;17;yes;no;yes;248;1
29451;3270;66;528;8;14;yes;no;yes;248;6
29452;2870;33;270;4;14;no;no;no;248;5
29453;5224;33;212;4;14;yes;no;yes;248;6
29454;2729;33;214;4;14;no;no;yes;248;4
29455;3103;33;340;4;15;no;no;yes;248;4
29456;3444;33;210;4;14;yes;yes;yes;248;5
29457;4621;33;214;4;14;no;no;yes;248;2
29458;4904;100;1000;24;14;yes;no;yes;248;1
29459;1818;25;100;4;14;no;no;no;248;3
29460;2018;33;720;16;14;yes;no;yes;248;3
29461;5510;100;528;8;14;yes;yes;yes;248;6
29462;4795;33;214;4;14;no;no;yes;248;3
29463;2614;100;1000;24;15;yes;no;yes;248;1
29464;3085;100;728;8;14;no;no;no;248;3
29465;2649;100;720;16;14;yes;no;yes;248;1
29466;5120;100;214;4;14;no;no;yes;248;4
29467;2095;66;425;8;14;no;no;yes;248;3
29468;1897;33;720;16;14;yes;yes;yes;248;4
29469;4867;66;1000;24;15;yes;no;yes;248;5
29470;3559;33;214;4;14;no;no;yes;248;4
29471;3695;100;528;8;14;yes;no;yes;248;3
29472;1951;66;420;8;14;yes;no;yes;248;2
29473;3164;66;340;4;17;no;no;yes;248;4
29474;5118;66;212;4;14;yes;no;yes;248;5
29475;3684;66;730;8;17;yes;no;yes;248;4
29476;4398;66;1080;16;15;yes;no;yes;248;5
29477;4466;100;720;16;14;yes;no;yes;248;6
29478;4804;33;214;4;15;no;no;yes;248;1
29479;3541;100;1000;24;14;yes;no;yes;248;6
29480;2296;33;270;4;14;no;no;no;248;2
29481;2616;66;212;4;14;no;no;yes;248;3
29482;2263;33;270;4;15;no;no;no;248;6
29483;4870;100;214;4;15;no;no;yes;248;6
29484;2671;66;730;8;14;yes;no;yes;248;1
29485;2385;33;1000;24;14;yes;no;yes;248;5
29486;4607;100;214;4;14;no;no;yes;248;1
29487;5250;66;540;8;15;yes;yes;yes;248;5
29488;4335;33;720;16;14;yes;no;yes;248;3
29489;4716;33;720;16;14;yes;no;yes;248;4
29490;3116;66;420;8;15;yes;yes;yes;248;1
29491;2343;66;420;8;14;yes;no;yes;248;2
29492;3298;66;528;8;17;yes;no;yes;248;4
29493;2335;66;1000;8;14;yes;no;yes;248;4
29494;2346;66;1000;16;15;yes;no;yes;248;4
29495;5049;66;340;8;14;yes;no;yes;248;1
29496;2234;33;1000;24;15;yes;no;yes;248;6
29497;2836;66;340;8;17;yes;no;yes;248;3
29498;3564;33;528;8;14;yes;no;yes;248;5
29499;4378;66;528;8;14;yes;no;yes;248;6
29500;1768;33;528;8;14;yes;no;yes;248;2
29501;4497;66;425;8;14;yes;yes;yes;248;1
29502;1830;33;528;8;14;yes;no;yes;248;2
29503;2868;66;425;8;14;yes;no;yes;248;6
29504;2318;66;730;8;15;yes;no;yes;248;4
29505;3644;66;270;4;14;no;no;no;248;5
29506;2286;66;214;4;14;no;no;yes;248;5
29507;3928;33;720;16;14;yes;no;yes;248;2
29508;3702;33;212;8;14;yes;yes;yes;248;1
29509;3809;33;1000;24;14;yes;no;yes;248;1
29510;4100;66;214;4;14;no;no;yes;248;6
29511;4229;33;720;16;14;yes;no;yes;248;1
29512;4022;33;1000;24;14;yes;no;yes;248;6
29513;1728;50;340;4;15;no;no;yes;248;1
29514;2208;66;2100;16;15;yes;no;yes;248;2
29515;4980;66;420;8;15;yes;yes;yes;248;4
29516;3079;66;340;8;14;yes;yes;yes;248;2
29517;3056;100;528;8;14;yes;no;yes;248;6
29518;1629;33;340;4;15;no;no;yes;248;5
29519;2373;66;340;4;14;yes;yes;yes;248;6
29520;1645;33;210;4;15;no;no;yes;248;4
29521;3031;66;528;8;14;yes;yes;yes;248;4
29522;2533;33;528;8;15;yes;no;yes;248;1
29523;2499;33;200;4;14;no;no;no;248;6
29524;5481;100;720;16;14;yes;yes;yes;248;1
29525;2697;66;428;8;15;yes;yes;yes;248;6
29526;2499;50;720;16;15;yes;no;yes;205;2
29527;2439;66;527;16;17;yes;no;yes;205;1
29528;1564;33;720;16;15;yes;no;yes;205;6
29529;1897;33;214;4;14;no;no;yes;205;1
29530;4786;50;1000;24;15;yes;no;yes;205;4
29531;3775;66;428;8;15;yes;yes;yes;205;2
29532;4614;33;720;16;15;yes;no;yes;205;2
29533;3229;66;528;8;15;yes;no;yes;205;1
29534;3582;66;720;16;15;yes;no;yes;205;6
29535;2991;33;340;4;17;no;no;yes;205;3
29536;3628;66;214;4;14;no;no;yes;205;2
29537;4859;33;340;4;15;yes;yes;yes;205;2
29538;3891;66;212;4;14;no;no;yes;205;5
29539;3453;33;1000;24;15;yes;no;yes;205;6
29540;1639;66;540;8;14;no;no;yes;205;6
29541;4005;33;214;4;14;no;no;yes;205;4
29542;3866;33;528;8;15;yes;no;yes;205;3
29543;3973;33;210;4;14;no;no;yes;205;1
29544;2033;66;212;4;14;yes;yes;yes;205;4
29545;4950;33;340;4;14;yes;yes;yes;205;4
29546;2268;33;720;16;15;yes;yes;yes;205;6
29547;2366;50;214;4;14;no;no;yes;205;6
29548;2358;33;528;8;14;yes;no;yes;205;3
29549;4910;33;214;4;14;no;no;yes;205;3
29550;5371;33;1000;24;15;yes;no;yes;205;2
29551;2759;50;340;4;14;no;no;yes;205;1
29552;4413;50;340;4;17;no;no;yes;205;5
29553;1756;33;720;16;15;yes;no;yes;205;1
